ExamineeID,TaskID,RaterID,Score,Order,Date
8,0,3,3,27,2015/12/11 18:01
10,0,3,2,28,2015/12/11 18:02
34,0,3,3,29,2015/12/11 18:04
7,0,3,3,30,2015/12/11 18:05
19,0,3,1,31,2015/12/11 18:06
15,0,3,4,32,2015/12/11 18:08
21,0,3,3,33,2015/12/11 18:10
22,0,3,3,34,2015/12/19 14:27
11,0,4,4,1,2015/12/11 10:46
31,0,4,3,2,2015/12/11 10:46
2,0,4,3,3,2015/12/11 10:47
17,0,4,2,4,2015/12/11 10:47
27,0,4,2,5,2015/12/11 10:50
5,0,4,2,6,2015/12/11 10:51
4,0,4,5,7,2015/12/11 10:52
25,0,4,4,8,2015/12/17 11:42
32,0,4,3,9,2015/12/17 11:43
29,0,4,4,10,2015/12/17 11:44
1,0,4,3,11,2015/12/17 11:45
24,0,4,2,12,2015/12/17 11:45
33,0,4,4,13,2015/12/17 11:46
12,0,4,4,14,2015/12/17 11:46
13,0,4,2,15,2015/12/17 11:47
20,0,4,3,16,2015/12/17 11:48
26,0,4,3,17,2015/12/17 11:49
30,0,4,2,18,2015/12/18 16:37
6,0,4,3,19,2015/12/18 16:38
16,0,4,2,20,2015/12/18 16:38
14,0,4,4,21,2015/12/18 16:38
3,0,4,3,22,2015/12/18 16:39
18,0,4,3,23,2015/12/18 16:42
23,0,4,3,24,2015/12/18 16:43
9,0,4,4,25,2015/12/18 16:43
28,0,4,4,26,2015/12/18 16:44
8,0,4,3,27,2015/12/18 16:44
10,0,4,4,28,2015/12/18 16:45
34,0,4,2,29,2015/12/18 16:49
7,0,4,3,30,2015/12/18 16:51
22,0,4,2,31,2015/12/18 16:52
19,0,4,1,32,2015/12/18 16:52
15,0,4,2,33,2015/12/18 16:53
21,0,4,4,34,2015/12/18 16:53
31,0,5,4,1,2015/12/11 21:03
2,0,5,3,2,2015/12/11 21:04
17,0,5,4,3,2015/12/11 21:04
11,0,5,5,4,2015/12/11 21:05
27,0,5,2,5,2015/12/11 21:07
4,0,5,3,6,2015/12/11 21:09
25,0,5,3,7,2015/12/11 21:10
32,0,5,4,8,2015/12/11 21:10
29,0,5,2,9,2015/12/11 21:10
1,0,5,5,10,2015/12/11 21:11
24,0,5,2,11,2015/12/11 21:11
12,0,5,3,12,2015/12/11 21:12
13,0,5,5,13,2015/12/11 21:13
20,0,5,3,14,2015/12/11 21:13
26,0,5,4,15,2015/12/11 21:14
30,0,5,2,16,2015/12/11 21:16
6,0,5,3,17,2015/12/11 21:19
16,0,5,2,18,2015/12/11 21:19
14,0,5,4,19,2015/12/11 21:20
3,0,5,3,20,2015/12/11 21:20
18,0,5,4,21,2015/12/11 21:22
23,0,5,3,22,2015/12/11 21:23
9,0,5,4,23,2015/12/11 21:24
28,0,5,3,24,2015/12/11 21:24
8,0,5,4,25,2015/12/11 21:25
21,0,5,4,26,2015/12/11 21:25
19,0,5,2,27,2015/12/11 21:26
7,0,5,3,28,2015/12/11 21:26
15,0,5,4,29,2015/12/11 21:27
34,0,5,2,30,2015/12/11 21:27
22,0,5,3,31,2015/12/11 21:27
10,0,5,4,32,2015/12/11 21:28
5,0,5,3,33,2015/12/11 22:40
33,0,5,2,34,2015/12/11 23:54
31,0,6,5,1,2015/12/14 12:54
2,0,6,4,2,2015/12/14 12:55
17,0,6,3,3,2015/12/14 12:57
11,0,6,3,4,2015/12/14 12:57
5,0,6,3,5,2015/12/14 12:58
4,0,6,2,6,2015/12/14 12:59
25,0,6,2,7,2015/12/14 12:59
32,0,6,3,8,2015/12/14 13:00
29,0,6,3,9,2015/12/14 13:00
1,0,6,4,10,2015/12/14 13:01
24,0,6,2,11,2015/12/14 13:02
33,0,6,2,12,2015/12/14 13:02
12,0,6,4,13,2015/12/14 13:05
13,0,6,5,14,2015/12/14 13:09
20,0,6,3,15,2015/12/14 13:09
26,0,6,3,16,2015/12/14 13:10
30,0,6,2,17,2015/12/14 13:11
6,0,6,5,18,2015/12/14 13:13
16,0,6,4,19,2015/12/14 13:13
14,0,6,4,20,2015/12/14 13:16
3,0,6,4,21,2015/12/14 13:18
18,0,6,4,22,2015/12/14 13:19
23,0,6,2,23,2015/12/14 13:20
9,0,6,3,24,2015/12/14 13:22
28,0,6,4,25,2015/12/14 13:22
8,0,6,4,26,2015/12/14 13:26
10,0,6,4,27,2015/12/14 13:26
34,0,6,2,28,2015/12/14 13:31
7,0,6,4,29,2015/12/14 13:31
22,0,6,3,30,2015/12/14 13:31
19,0,6,3,31,2015/12/14 13:32
15,0,6,4,32,2015/12/14 13:32
21,0,6,4,33,2015/12/14 13:35
27,0,6,2,34,2015/12/14 14:43
31,0,7,4,1,2015/12/17 19:35
2,0,7,3,2,2015/12/17 19:41
17,0,7,2,3,2015/12/17 19:44
11,0,7,3,4,2015/12/17 19:45
27,0,7,1,5,2015/12/17 19:46
5,0,7,2,6,2015/12/17 19:48
4,0,7,2,7,2015/12/17 19:49
25,0,7,2,8,2015/12/17 19:54
32,0,7,2,9,2015/12/17 19:58
29,0,7,3,10,2015/12/17 20:43
1,0,7,3,11,2015/12/17 20:45
24,0,7,1,12,2015/12/17 20:46
33,0,7,4,13,2015/12/17 20:46
12,0,7,2,14,2015/12/17 20:48
13,0,7,2,15,2015/12/17 20:50
20,0,7,3,16,2015/12/17 20:51
26,0,7,2,17,2015/12/17 21:03
30,0,7,3,18,2015/12/17 21:04
6,0,7,2,19,2015/12/17 21:07
16,0,7,2,20,2015/12/17 21:09
14,0,7,5,21,2015/12/17 21:10
3,0,7,3,22,2015/12/17 21:14
18,0,7,1,23,2015/12/17 21:33
23,0,7,1,24,2015/12/17 21:39
9,0,7,5,25,2015/12/17 21:41
28,0,7,4,26,2015/12/17 21:42
8,0,7,3,27,2015/12/17 21:45
10,0,7,2,28,2015/12/17 21:55
34,0,7,2,29,2015/12/17 21:57
7,0,7,3,30,2015/12/17 21:59
22,0,7,2,31,2015/12/17 22:01
19,0,7,1,32,2015/12/17 22:01
15,0,7,2,33,2015/12/17 22:03
21,0,7,3,34,2015/12/17 22:04
31,0,8,3,1,2015/12/15 17:09
2,0,8,3,2,2015/12/15 17:10
17,0,8,4,3,2015/12/15 17:11
11,0,8,3,4,2015/12/15 17:11
27,0,8,3,5,2015/12/15 17:11
5,0,8,3,6,2015/12/15 17:12
4,0,8,4,7,2015/12/15 17:12
25,0,8,3,8,2015/12/15 17:13
32,0,8,3,9,2015/12/15 17:13
29,0,8,3,10,2015/12/15 17:13
1,0,8,5,11,2015/12/15 17:14
24,0,8,3,12,2015/12/15 17:14
33,0,8,3,13,2015/12/15 17:15
12,0,8,3,14,2015/12/15 17:15
13,0,8,3,15,2015/12/15 17:16
20,0,8,2,16,2015/12/15 17:16
26,0,8,3,17,2015/12/15 17:17
30,0,8,2,18,2015/12/15 17:18
6,0,8,2,19,2015/12/15 17:18
16,0,8,2,20,2015/12/15 17:19
14,0,8,3,21,2015/12/15 17:19
3,0,8,2,22,2015/12/15 17:20
18,0,8,3,23,2015/12/15 17:20
23,0,8,2,24,2015/12/15 17:21
9,0,8,3,25,2015/12/15 17:21
28,0,8,2,26,2015/12/15 17:22
8,0,8,4,27,2015/12/15 17:23
10,0,8,3,28,2015/12/15 17:23
34,0,8,3,29,2015/12/15 17:24
7,0,8,4,30,2015/12/15 17:24
22,0,8,3,31,2015/12/15 17:25
19,0,8,3,32,2015/12/15 17:25
15,0,8,3,33,2015/12/15 17:26
21,0,8,3,34,2015/12/15 17:26
31,0,9,3,1,2015/12/11 10:36
2,0,9,3,2,2015/12/11 13:22
17,0,9,3,3,2015/12/11 13:23
11,0,9,3,4,2015/12/11 13:24
27,0,9,2,5,2015/12/11 13:24
5,0,9,1,6,2015/12/11 13:24
4,0,9,4,7,2015/12/11 13:26
25,0,9,3,8,2015/12/11 13:26
32,0,9,3,9,2015/12/11 13:27
29,0,9,3,10,2015/12/11 13:28
1,0,9,4,11,2015/12/11 13:28
24,0,9,3,12,2015/12/11 13:29
33,0,9,2,13,2015/12/11 13:29
12,0,9,4,14,2015/12/11 13:32
13,0,9,2,15,2015/12/11 13:32
20,0,9,2,16,2015/12/11 13:32
26,0,9,3,17,2015/12/11 13:33
30,0,9,2,18,2015/12/11 13:34
6,0,9,2,19,2015/12/11 13:34
16,0,9,3,20,2015/12/11 13:34
14,0,9,3,21,2015/12/11 13:35
3,0,9,3,22,2015/12/11 13:35
18,0,9,4,23,2015/12/11 13:37
23,0,9,1,24,2015/12/11 14:11
9,0,9,3,25,2015/12/11 14:12
28,0,9,4,26,2015/12/11 14:12
8,0,9,3,27,2015/12/11 14:13
10,0,9,2,28,2015/12/21 13:00
34,0,9,2,29,2015/12/21 13:01
7,0,9,3,30,2015/12/21 13:01
22,0,9,2,31,2015/12/21 13:02
19,0,9,2,32,2015/12/21 13:09
15,0,9,3,33,2015/12/21 14:22
21,0,9,2,34,2015/12/21 14:23
31,0,10,4,1,2015/12/11 20:02
2,0,10,5,2,2015/12/14 15:01
17,0,10,3,3,2015/12/14 15:02
11,0,10,4,4,2015/12/14 15:02
27,0,10,2,5,2015/12/14 15:03
5,0,10,2,6,2015/12/14 15:03
4,0,10,4,7,2015/12/14 15:04
25,0,10,3,8,2015/12/14 15:04
32,0,10,4,9,2015/12/14 15:05
29,0,10,5,10,2015/12/14 15:06
1,0,10,3,11,2015/12/14 15:06
24,0,10,2,12,2015/12/14 15:07
33,0,10,4,13,2015/12/14 15:08
12,0,10,5,14,2015/12/14 15:09
13,0,10,2,15,2015/12/14 15:09
26,0,10,3,16,2015/12/14 15:10
30,0,10,4,17,2015/12/14 15:11
6,0,10,1,18,2015/12/14 15:11
16,0,10,1,19,2015/12/14 15:12
14,0,10,5,20,2015/12/14 15:12
3,0,10,3,21,2015/12/14 15:13
18,0,10,3,22,2015/12/14 15:14
23,0,10,3,23,2015/12/14 15:15
20,0,10,5,24,2015/12/14 15:15
9,0,10,4,25,2015/12/14 15:15
28,0,10,4,26,2015/12/14 15:16
8,0,10,5,27,2015/12/14 15:17
10,0,10,4,28,2015/12/14 15:19
34,0,10,4,29,2015/12/14 15:20
7,0,10,3,30,2015/12/14 15:21
22,0,10,3,31,2015/12/14 15:22
19,0,10,1,32,2015/12/14 15:22
15,0,10,5,33,2015/12/14 15:23
21,0,10,5,34,2015/12/14 15:24
31,0,11,5,1,2015/12/11 13:52
2,0,11,4,2,2015/12/11 13:54
17,0,11,3,3,2015/12/11 13:55
11,0,11,3,4,2015/12/11 13:57
27,0,11,4,5,2015/12/11 13:58
5,0,11,3,6,2015/12/11 14:00
4,0,11,5,7,2015/12/11 14:08
25,0,11,4,8,2015/12/11 14:09
32,0,11,4,9,2015/12/11 14:10
29,0,11,4,10,2015/12/11 14:12
1,0,11,5,11,2015/12/11 14:14
24,0,11,4,12,2015/12/11 14:15
33,0,11,4,13,2015/12/11 14:16
12,0,11,5,14,2015/12/11 14:18
13,0,11,4,15,2015/12/11 14:21
20,0,11,4,16,2015/12/15 14:57
26,0,11,2,17,2015/12/15 14:59
30,0,11,4,18,2015/12/15 15:00
6,0,11,2,19,2015/12/15 15:02
16,0,11,2,20,2015/12/15 15:03
14,0,11,4,21,2015/12/15 15:04
3,0,11,4,22,2015/12/15 15:05
18,0,11,5,23,2015/12/15 15:08
23,0,11,3,24,2015/12/15 15:09
9,0,11,5,25,2015/12/15 15:11
28,0,11,4,26,2015/12/15 15:13
8,0,11,4,27,2015/12/15 15:14
10,0,11,4,28,2015/12/15 15:16
34,0,11,1,29,2015/12/15 15:19
7,0,11,4,30,2015/12/15 15:22
22,0,11,3,31,2015/12/15 15:24
19,0,11,4,32,2015/12/15 15:24
15,0,11,4,33,2015/12/15 15:27
21,0,11,4,34,2015/12/15 15:28
31,0,12,4,1,2015/12/11 17:25
2,0,12,3,2,2015/12/11 17:25
17,0,12,3,3,2015/12/11 17:26
11,0,12,4,4,2015/12/11 17:27
27,0,12,2,5,2015/12/11 17:28
5,0,12,2,6,2015/12/11 17:28
4,0,12,3,7,2015/12/11 17:29
25,0,12,2,8,2015/12/11 17:29
32,0,12,4,9,2015/12/11 17:30
29,0,12,3,10,2015/12/11 17:31
1,0,12,5,11,2015/12/11 17:32
24,0,12,4,12,2015/12/11 17:33
33,0,12,4,13,2015/12/11 17:33
12,0,12,3,14,2015/12/11 17:33
13,0,12,2,15,2015/12/11 17:34
20,0,12,3,16,2015/12/11 17:34
26,0,12,5,17,2015/12/11 17:34
30,0,12,3,18,2015/12/11 17:35
6,0,12,4,19,2015/12/11 17:35
16,0,12,4,20,2015/12/11 17:35
14,0,12,4,21,2015/12/14 11:06
3,0,12,2,22,2015/12/14 11:06
18,0,12,3,23,2015/12/14 11:07
23,0,12,2,24,2015/12/14 11:08
9,0,12,2,25,2015/12/14 11:09
28,0,12,4,26,2015/12/14 11:10
8,0,12,4,27,2015/12/14 11:11
10,0,12,5,28,2015/12/14 11:50
34,0,12,3,29,2015/12/14 11:51
7,0,12,4,30,2015/12/14 11:52
22,0,12,4,31,2015/12/14 11:52
19,0,12,3,32,2015/12/14 11:53
15,0,12,4,33,2015/12/14 11:53
21,0,12,3,34,2015/12/14 11:54
31,0,13,4,1,2015/12/20 12:13
2,0,13,3,2,2015/12/20 12:14
17,0,13,2,3,2015/12/20 12:14
11,0,13,4,4,2015/12/20 12:15
27,0,13,2,5,2015/12/20 12:16
5,0,13,2,6,2015/12/20 12:17
4,0,13,5,7,2015/12/20 12:18
25,0,13,3,8,2015/12/20 12:18
32,0,13,2,9,2015/12/20 12:18
29,0,13,3,10,2015/12/20 12:18
20,0,13,3,11,2015/12/20 12:23
26,0,13,4,12,2015/12/20 12:24
30,0,13,2,13,2015/12/20 12:24
6,0,13,1,14,2015/12/20 12:24
16,0,13,2,15,2015/12/20 12:25
14,0,13,5,16,2015/12/20 12:26
3,0,13,2,17,2015/12/20 12:26
18,0,13,2,18,2015/12/20 12:27
23,0,13,2,19,2015/12/20 12:28
9,0,13,5,20,2015/12/20 12:28
28,0,13,5,21,2015/12/20 12:29
8,0,13,3,22,2015/12/20 12:30
34,0,13,1,23,2015/12/20 12:30
10,0,13,1,24,2015/12/20 12:31
7,0,13,5,25,2015/12/20 12:32
22,0,13,1,26,2015/12/20 12:32
19,0,13,2,27,2015/12/20 12:33
15,0,13,3,28,2015/12/20 12:34
21,0,13,2,29,2015/12/20 12:35
1,0,13,2,30,2015/12/20 12:35
24,0,13,4,31,2015/12/20 12:35
33,0,13,4,32,2015/12/20 12:36
12,0,13,2,33,2015/12/20 12:36
13,0,13,3,34,2015/12/20 12:36
31,0,14,3,1,2015/12/15 17:35
2,0,14,3,2,2015/12/15 17:37
17,0,14,3,3,2015/12/15 17:41
11,0,14,2,4,2015/12/15 17:42
27,0,14,2,5,2015/12/15 17:44
5,0,14,2,6,2015/12/15 17:45
4,0,14,2,7,2015/12/15 17:47
25,0,14,1,8,2015/12/15 17:48
32,0,14,2,9,2015/12/15 17:49
29,0,14,3,10,2015/12/15 17:50
1,0,14,3,11,2015/12/15 18:02
24,0,14,3,12,2015/12/16 22:23
33,0,14,2,13,2015/12/16 22:23
12,0,14,4,14,2015/12/16 22:25
13,0,14,2,15,2015/12/16 22:27
20,0,14,4,16,2015/12/16 22:28
26,0,14,2,17,2015/12/16 22:29
30,0,14,5,18,2015/12/16 22:30
6,0,14,1,19,2015/12/16 22:31
16,0,14,1,20,2015/12/16 22:33
14,0,14,3,21,2015/12/16 22:34
3,0,14,3,22,2015/12/16 22:35
18,0,14,2,23,2015/12/16 22:36
23,0,14,2,24,2015/12/16 22:37
9,0,14,4,25,2015/12/16 23:01
28,0,14,5,26,2015/12/16 23:02
8,0,14,2,27,2015/12/16 23:03
10,0,14,2,28,2015/12/16 23:04
34,0,14,2,29,2015/12/16 23:05
7,0,14,4,30,2015/12/16 23:06
22,0,14,3,31,2015/12/16 23:07
19,0,14,3,32,2015/12/16 23:07
15,0,14,4,33,2015/12/16 23:08
21,0,14,3,34,2015/12/16 23:09
31,0,15,4,1,2015/12/11 14:34
2,0,15,3,2,2015/12/11 14:35
17,0,15,3,3,2015/12/11 14:36
11,0,15,3,4,2015/12/11 14:36
27,0,15,4,5,2015/12/11 14:37
5,0,15,3,6,2015/12/11 14:38
4,0,15,5,7,2015/12/11 14:38
25,0,15,4,8,2015/12/11 14:39
32,0,15,3,9,2015/12/11 14:39
29,0,15,3,10,2015/12/11 14:40
1,0,15,4,11,2015/12/11 14:40
24,0,15,3,12,2015/12/11 14:41
33,0,15,3,13,2015/12/11 14:41
12,0,15,3,14,2015/12/11 14:42
13,0,15,4,15,2015/12/11 14:42
20,0,15,3,16,2015/12/11 14:42
26,0,15,3,17,2015/12/11 14:43
30,0,15,2,18,2015/12/11 14:44
6,0,15,3,19,2015/12/11 14:44
16,0,15,2,20,2015/12/11 14:45
14,0,15,5,21,2015/12/11 14:45
3,0,15,3,22,2015/12/11 14:45
18,0,15,3,23,2015/12/11 14:46
23,0,15,2,24,2015/12/11 14:46
9,0,15,4,25,2015/12/11 14:47
28,0,15,4,26,2015/12/11 14:47
8,0,15,3,27,2015/12/11 14:48
10,0,15,3,28,2015/12/11 14:48
34,0,15,3,29,2015/12/11 14:48
7,0,15,4,30,2015/12/11 14:49
22,0,15,2,31,2015/12/11 14:49
19,0,15,2,32,2015/12/11 14:49
15,0,15,3,33,2015/12/11 14:50
21,0,15,3,34,2015/12/11 14:51
31,0,16,4,1,2015/12/11 18:22
2,0,16,1,2,2015/12/12 13:20
17,0,16,4,3,2015/12/12 13:22
11,0,16,3,4,2015/12/12 21:07
27,0,16,1,5,2015/12/12 21:11
5,0,16,3,6,2015/12/14 8:30
4,0,16,4,7,2015/12/14 8:33
25,0,16,3,8,2015/12/14 8:39
32,0,16,4,9,2015/12/14 8:57
29,0,16,1,10,2015/12/14 13:08
1,0,16,4,11,2015/12/14 14:30
24,0,16,3,12,2015/12/14 14:32
33,0,16,3,13,2015/12/14 14:33
12,0,16,4,14,2015/12/14 15:42
13,0,16,5,15,2015/12/14 17:40
20,0,16,4,16,2015/12/14 17:42
26,0,16,4,17,2015/12/15 17:45
30,0,16,3,18,2015/12/15 17:46
6,0,16,3,19,2015/12/15 17:48
16,0,16,1,20,2015/12/15 17:49
14,0,16,3,21,2015/12/15 18:08
3,0,16,4,22,2015/12/15 18:10
18,0,16,1,23,2015/12/15 18:15
23,0,16,2,24,2015/12/15 18:20
9,0,16,4,25,2015/12/15 18:24
28,0,16,4,26,2015/12/15 18:26
8,0,16,4,27,2015/12/15 18:29
10,0,16,4,28,2015/12/15 18:48
34,0,16,3,29,2015/12/15 18:50
7,0,16,4,30,2015/12/15 18:51
22,0,16,4,31,2015/12/16 7:49
19,0,16,4,32,2015/12/16 7:53
15,0,16,4,33,2015/12/16 8:11
21,0,16,3,34,2015/12/16 9:23
31,0,17,4,1,2015/12/11 13:20
2,0,17,2,2,2015/12/11 13:20
17,0,17,3,3,2015/12/11 13:21
11,0,17,4,4,2015/12/11 13:21
27,0,17,3,5,2015/12/11 13:22
5,0,17,2,6,2015/12/11 14:28
4,0,17,5,7,2015/12/11 14:29
25,0,17,2,8,2015/12/11 14:30
32,0,17,4,9,2015/12/11 14:31
29,0,17,4,10,2015/12/11 14:32
1,0,17,3,11,2015/12/11 14:33
24,0,17,4,12,2015/12/11 14:34
33,0,17,3,13,2015/12/11 14:36
12,0,17,5,14,2015/12/11 14:37
13,0,17,4,15,2015/12/11 14:38
20,0,17,4,16,2015/12/11 14:39
26,0,17,3,17,2015/12/11 14:40
30,0,17,3,18,2015/12/11 14:41
6,0,17,4,19,2015/12/11 14:42
16,0,17,2,20,2015/12/11 14:43
14,0,17,5,21,2015/12/11 14:47
3,0,17,3,22,2015/12/11 14:48
18,0,17,3,23,2015/12/11 14:57
23,0,17,3,24,2015/12/11 14:59
9,0,17,5,25,2015/12/11 14:59
28,0,17,2,26,2015/12/11 15:00
8,0,17,3,27,2015/12/11 15:03
10,0,17,5,28,2015/12/11 15:04
34,0,17,3,29,2015/12/11 15:07
7,0,17,4,30,2015/12/11 15:11
22,0,17,3,31,2015/12/11 15:12
19,0,17,3,32,2015/12/11 15:25
15,0,17,4,33,2015/12/11 15:25
21,0,17,4,34,2015/12/11 15:26
31,0,18,4,1,2015/12/11 13:32
2,0,18,4,2,2015/12/18 22:02
17,0,18,3,3,2015/12/21 0:11
11,0,18,4,4,2015/12/21 0:11
27,0,18,2,5,2015/12/21 0:12
5,0,18,2,6,2015/12/21 0:25
4,0,18,3,7,2015/12/21 0:25
25,0,18,3,8,2015/12/21 0:25
32,0,18,3,9,2015/12/21 0:43
21,0,18,4,10,2015/12/21 0:44
29,0,18,4,11,2015/12/21 0:45
15,0,18,2,12,2015/12/21 1:03
19,0,18,2,13,2015/12/21 1:04
22,0,18,3,14,2015/12/21 1:04
7,0,18,3,15,2015/12/21 1:44
9,0,18,3,16,2015/12/21 1:45
34,0,18,2,17,2015/12/21 1:45
10,0,18,4,18,2015/12/21 1:46
23,0,18,3,19,2015/12/21 1:47
28,0,18,4,20,2015/12/21 1:47
1,0,18,4,21,2015/12/21 1:48
18,0,18,3,22,2015/12/21 1:49
3,0,18,3,23,2015/12/21 1:53
8,0,18,4,24,2015/12/21 1:55
14,0,18,4,25,2015/12/21 1:57
24,0,18,2,26,2015/12/21 2:08
33,0,18,2,27,2015/12/21 2:08
12,0,18,3,28,2015/12/21 2:08
26,0,18,4,29,2015/12/21 2:09
20,0,18,3,30,2015/12/21 2:09
13,0,18,5,31,2015/12/21 2:10
30,0,18,2,32,2015/12/21 2:10
16,0,18,3,33,2015/12/21 2:10
6,0,18,4,34,2015/12/21 2:11
31,0,19,5,1,2015/12/11 13:49
2,0,19,3,2,2015/12/11 13:50
17,0,19,3,3,2015/12/11 13:50
11,0,19,3,4,2015/12/11 13:51
27,0,19,3,5,2015/12/11 13:51
5,0,19,3,6,2015/12/11 13:52
4,0,19,2,7,2015/12/11 13:52
25,0,19,3,8,2015/12/11 13:53
32,0,19,4,9,2015/12/11 13:53
29,0,19,3,10,2015/12/11 13:54
1,0,19,2,11,2015/12/11 13:54
24,0,19,2,12,2015/12/11 13:55
33,0,19,3,13,2015/12/11 13:55
12,0,19,3,14,2015/12/11 13:55
13,0,19,3,15,2015/12/11 13:56
20,0,19,3,16,2015/12/11 14:13
26,0,19,3,17,2015/12/11 15:50
30,0,19,3,18,2015/12/11 15:50
6,0,19,2,19,2015/12/11 15:50
16,0,19,2,20,2015/12/11 15:50
14,0,19,3,21,2015/12/11 15:51
3,0,19,3,22,2015/12/11 15:51
18,0,19,2,23,2015/12/11 15:51
23,0,19,3,24,2015/12/11 15:51
9,0,19,3,25,2015/12/11 15:52
28,0,19,2,26,2015/12/11 15:52
8,0,19,3,27,2015/12/11 15:52
10,0,19,3,28,2015/12/11 15:53
34,0,19,3,29,2015/12/11 15:53
7,0,19,3,30,2015/12/11 15:53
22,0,19,3,31,2015/12/11 15:53
19,0,19,3,32,2015/12/11 15:54
15,0,19,3,33,2015/12/11 15:54
21,0,19,3,34,2015/12/11 15:54
31,0,20,4,1,2015/12/13 15:13
2,0,20,2,2,2015/12/13 15:14
17,0,20,3,3,2015/12/13 15:16
11,0,20,4,4,2015/12/13 15:17
27,0,20,1,5,2015/12/13 15:19
5,0,20,3,6,2015/12/13 15:20
4,0,20,2,7,2015/12/13 15:21
25,0,20,3,8,2015/12/13 15:23
32,0,20,4,9,2015/12/13 15:24
29,0,20,2,10,2015/12/13 15:25
1,0,20,3,11,2015/12/13 15:26
24,0,20,2,12,2015/12/13 15:28
33,0,20,4,13,2015/12/13 16:52
12,0,20,4,14,2015/12/13 16:53
13,0,20,2,15,2015/12/13 16:54
20,0,20,2,16,2015/12/13 16:55
26,0,20,2,17,2015/12/13 16:56
30,0,20,3,18,2015/12/13 16:57
